Var1	Var2	value	pval	adjp	pair
hsa-miR-1-3p	SEMA7A	0.308839947092707	1.01032963062408e-06	0.0254573399721133	hsa-miR-1-3p SEMA7A
hsa-miR-34a-5p	SEMA7A	0.30149919788299	1.86435902849169e-06	0.0324748568900658	hsa-miR-34a-5p SEMA7A
hsa-miR-448	SEMA7A	-0.332769301991611	1.21874385694554e-07	0.00911268840978674	hsa-miR-448 SEMA7A
hsa-miR-1-3p	AGPAT9	0.318509186757664	4.39395823725874e-07	0.0170735588461262	hsa-miR-1-3p AGPAT9
hsa-miR-10b-5p	AGPAT9	0.311259845555778	8.22548243517573e-07	0.0232783567931121	hsa-miR-10b-5p AGPAT9
hsa-miR-133a-3p	AGPAT9	0.299339135872078	2.22561198137683e-06	0.0348050239353821	hsa-miR-133a-3p AGPAT9
hsa-miR-34a-5p	AGPAT9	0.328340236044252	1.82791087599554e-07	0.01131401324664	hsa-miR-34a-5p AGPAT9
hsa-miR-132-3p	SEC24B	-0.290731249433692	4.44485877082457e-06	0.0469455285859912	hsa-miR-132-3p SEC24B
hsa-miR-31-5p	KIAA1644	-0.296472546285326	2.80914315120562e-06	0.0382740041413227	hsa-miR-31-5p KIAA1644
hsa-miR-27a-5p	ETV6	0.291291245751596	4.25216357191616e-06	0.046154694949156	hsa-miR-27a-5p ETV6
hsa-miR-1-3p	VAMP1	0.308052462383715	1.07982321084776e-06	0.0258565739680303	hsa-miR-1-3p VAMP1
hsa-miR-31-5p	VAMP1	0.362248809196128	6.94290624991822e-09	0.00199394658299581	hsa-miR-31-5p VAMP1
hsa-miR-448	VAMP1	-0.377362167702396	1.42126266311493e-09	0.00081661203838741	hsa-miR-448 VAMP1
hsa-miR-6836-5p	LPAR6	0.288820229730449	5.16696535735051e-06	0.0497412277213595	hsa-miR-6836-5p LPAR6
hsa-miR-362-5p	ESD	-0.325462544939149	2.37055067797698e-07	0.0126008746992934	hsa-miR-362-5p ESD
hsa-miR-30a-3p	SBNO1	0.290040677553394	4.69394304336568e-06	0.0478624186968186	hsa-miR-30a-3p SBNO1
hsa-miR-193b-3p	VPS37B	0.307650225791304	1.11706060712535e-06	0.026196015417109	hsa-miR-193b-3p VPS37B
hsa-miR-1285-3p	DCAF5	-0.311461249393439	8.08524377227116e-07	0.0232783567931121	hsa-miR-1285-3p DCAF5
hsa-miR-34a-5p	JDP2	0.295913869978535	2.93870444800781e-06	0.0389609099923428	hsa-miR-34a-5p JDP2
hsa-miR-222-3p	ABHD2	-0.303340332997101	1.60131252968654e-06	0.0308152068808323	hsa-miR-222-3p ABHD2
hsa-miR-28-5p	ABHD2	0.289724736538046	4.81227907167536e-06	0.0484747464225954	hsa-miR-28-5p ABHD2
hsa-miR-330-5p	ABHD2	-0.298598862892029	2.36411229859179e-06	0.0353870762846955	hsa-miR-330-5p ABHD2
hsa-miR-362-5p	ABHD2	0.343985850108658	4.24143848931635e-08	0.00539577981037849	hsa-miR-362-5p ABHD2
hsa-miR-4791	ABHD2	-0.299217386983057	2.24784565405756e-06	0.0349595763069291	hsa-miR-4791 ABHD2
hsa-miR-760	ABHD2	-0.31326392622437	6.92790612877303e-07	0.0215140924681093	hsa-miR-760 ABHD2
hsa-miR-1-3p	MFGE8	0.309287039912747	9.72800465959267e-07	0.0250323801647428	hsa-miR-1-3p MFGE8
hsa-miR-133a-3p	MFGE8	0.28883048443831	5.16280823537052e-06	0.0497412277213595	hsa-miR-133a-3p MFGE8
hsa-miR-488-5p	MFGE8	-0.293463358051043	3.5773661770655e-06	0.0427253974622026	hsa-miR-488-5p MFGE8
hsa-miR-362-5p	PARN	-0.331606191168445	1.35647680199469e-07	0.00919742861055424	hsa-miR-362-5p PARN
hsa-miR-6836-5p	PARN	0.323097849373212	2.92919700051186e-07	0.0138765572612458	hsa-miR-6836-5p PARN
hsa-miR-4303	UQCRC2	0.305978323284491	1.28541637733903e-06	0.0281503849516562	hsa-miR-4303 UQCRC2
hsa-miR-1-3p	MAP1LC3B	0.307614193145537	1.12045563360752e-06	0.0262108047470348	hsa-miR-1-3p MAP1LC3B
hsa-miR-6763-3p	KSR1	-0.292159457445226	3.96905573696316e-06	0.0446704440152869	hsa-miR-6763-3p KSR1
hsa-miR-133a-3p	RNF157	0.311143301820738	8.30769264936748e-07	0.0233402996428845	hsa-miR-133a-3p RNF157
hsa-miR-193b-3p	RNF157	-0.314849484328401	6.04261197745259e-07	0.0202413170847183	hsa-miR-193b-3p RNF157
hsa-miR-221-5p	RNF157	-0.313307064084878	6.90225628652286e-07	0.0215140924681093	hsa-miR-221-5p RNF157
hsa-miR-133a-3p	STAC2	0.288743325329092	5.1982430395725e-06	0.0498776089255136	hsa-miR-133a-3p STAC2
hsa-miR-221-5p	STAC2	-0.297299271732386	2.62736852407741e-06	0.0372205466245395	hsa-miR-221-5p STAC2
hsa-miR-27a-5p	SIK1	0.306953932272974	1.18444070240642e-06	0.0268738215798047	hsa-miR-27a-5p SIK1
hsa-miR-27b-3p	RERE	-0.307265593222972	1.1538144937262e-06	0.0264984287702916	hsa-miR-27b-3p RERE
hsa-miR-27a-5p	EPHA2	0.292167864894894	3.96640407118731e-06	0.0446704440152869	hsa-miR-27a-5p EPHA2
hsa-miR-199a-3p	IGSF3	0.30138035072757	1.8826857464127e-06	0.0324941400215677	hsa-miR-199a-3p IGSF3
hsa-miR-199b-3p	IGSF3	0.30138035072757	1.8826857464127e-06	0.0324941400215677	hsa-miR-199b-3p IGSF3
hsa-miR-362-5p	PSMA5	-0.31276696216571	7.23006147396177e-07	0.0218772121614932	hsa-miR-362-5p PSMA5
hsa-miR-1285-3p	MGST3	0.311232415093784	8.24476159344556e-07	0.0232783567931121	hsa-miR-1285-3p MGST3
hsa-miR-362-5p	MGST3	-0.295389537199201	3.06546805584063e-06	0.0396208456788208	hsa-miR-362-5p MGST3
hsa-miR-4303	MGST3	0.302408716607271	1.72964016886823e-06	0.0317617666355417	hsa-miR-4303 MGST3
hsa-miR-1260b	TARS2	-0.294514404197928	3.28872802990432e-06	0.0409658769937741	hsa-miR-1260b TARS2
hsa-miR-22-5p	SNX27	-0.293864184153237	3.46455421729175e-06	0.0421248307085509	hsa-miR-22-5p SNX27
hsa-miR-362-5p	SNX27	0.361731716298361	7.31956983912596e-09	0.00201150119318332	hsa-miR-362-5p SNX27
hsa-miR-758-3p	SNX27	-0.306339193073557	1.24714317495389e-06	0.0277414772855049	hsa-miR-758-3p SNX27
hsa-miR-27a-5p	MCL1	0.354747174055736	1.48055665505353e-08	0.00284121482087916	hsa-miR-27a-5p MCL1
hsa-let-7d-3p	C1orf131	0.295566027319459	3.02222854253742e-06	0.0393313725720557	hsa-let-7d-3p C1orf131
hsa-miR-133a-5p	ETNK2	-0.3049262066676	1.40351553268303e-06	0.0290509908322432	hsa-miR-133a-5p ETNK2
hsa-miR-31-5p	ETNK2	-0.291305280385623	4.24743795601756e-06	0.046154694949156	hsa-miR-31-5p ETNK2
hsa-miR-1-3p	SYT2	0.450309518988204	1.95399252334028e-13	2.21235058717184e-06	hsa-miR-1-3p SYT2
hsa-miR-1264	SYT2	-0.349005022390221	2.6088996296636e-08	0.00388664461057565	hsa-miR-1264 SYT2
hsa-miR-1298-3p	SYT2	-0.321723372378602	3.3098338736437e-07	0.0146937513650516	hsa-miR-1298-3p SYT2
hsa-miR-133a-3p	SYT2	0.379377305441811	1.14318554622628e-09	0.000787870978490411	hsa-miR-133a-3p SYT2
hsa-miR-133a-5p	SYT2	0.332797640861883	1.21556189558447e-07	0.00911268840978674	hsa-miR-133a-5p SYT2
hsa-miR-133b	SYT2	0.320732814274963	3.61310664720449e-07	0.0154339565656537	hsa-miR-133b SYT2
hsa-miR-137-3p	SYT2	-0.324402620665513	2.60698116871794e-07	0.0131146179190664	hsa-miR-137-3p SYT2
hsa-miR-221-5p	SYT2	-0.302380664647916	1.73365259215075e-06	0.0317617666355417	hsa-miR-221-5p SYT2
hsa-miR-30a-3p	SYT2	0.291161111310558	4.2962203323782e-06	0.0463263729757852	hsa-miR-30a-3p SYT2
hsa-miR-31-5p	SYT2	0.332678924504046	1.22894526111139e-07	0.00911268840978674	hsa-miR-31-5p SYT2
hsa-miR-34a-5p	SYT2	0.380794359486544	9.80021841456846e-10	0.000754181264641751	hsa-miR-34a-5p SYT2
hsa-miR-448	SYT2	-0.398485400239158	1.34536382034867e-10	0.000228360192369603	hsa-miR-448 SYT2
hsa-miR-455-5p	C1QL2	0.306498238411804	1.23062317980427e-06	0.0274278920277932	hsa-miR-455-5p C1QL2
hsa-miR-362-5p	AFF3	0.304789501670352	1.41960104227401e-06	0.0292236644335292	hsa-miR-362-5p AFF3
hsa-miR-490-3p	AFF3	-0.312981627281632	7.09802817411287e-07	0.0217726546145533	hsa-miR-490-3p AFF3
hsa-miR-1264	SCN1A	-0.309826450542611	9.29295752349901e-07	0.024583359679978	hsa-miR-1264 SCN1A
hsa-miR-1298-3p	SCN1A	-0.315128915886123	5.89827002350773e-07	0.020114888027042	hsa-miR-1298-3p SCN1A
hsa-miR-31-5p	SCN1A	0.2936768472823	3.51685138655355e-06	0.0423623478239789	hsa-miR-31-5p SCN1A
hsa-miR-448	SCN1A	-0.345932902252408	3.51624898087266e-08	0.0047758952493994	hsa-miR-448 SCN1A
hsa-miR-129-1-3p	FAM171B	-0.295491884494345	3.04032199927029e-06	0.039429034721371	hsa-miR-129-1-3p FAM171B
hsa-miR-30d-3p	SUMF1	-0.292446135401664	3.8795849834905e-06	0.0442930096120275	hsa-miR-30d-3p SUMF1
hsa-miR-27a-5p	CSRNP1	0.308800954945632	1.01366750393517e-06	0.0254573399721133	hsa-miR-27a-5p CSRNP1
hsa-miR-27a-5p	NFKBIZ	0.355473357763567	1.37708102698753e-08	0.00268820604590419	hsa-miR-27a-5p NFKBIZ
hsa-miR-135a-5p	MYH15	0.306992525857279	1.18060646192575e-06	0.0268718860023129	hsa-miR-135a-5p MYH15
hsa-miR-1-3p	CCDC39	0.302128077368824	1.7701840833162e-06	0.0319263720475013	hsa-miR-1-3p CCDC39
hsa-miR-1298-3p	CCDC39	-0.29103878499795	4.33802967858554e-06	0.0464384352109095	hsa-miR-1298-3p CCDC39
hsa-miR-1264	EIF2B5	-0.311363925630146	8.15272272802758e-07	0.0232783567931121	hsa-miR-1264 EIF2B5
hsa-miR-448	EPHA5	0.319301680770451	4.09873220696966e-07	0.0165738179950518	hsa-miR-448 EPHA5
hsa-miR-133a-3p	CAMK2D	-0.288810655104436	5.17084965845349e-06	0.0497412277213595	hsa-miR-133a-3p CAMK2D
hsa-miR-31-5p	CAMK2D	-0.329683298378295	1.61758065164719e-07	0.010482002643158	hsa-miR-31-5p CAMK2D
hsa-miR-448	CAMK2D	0.294259075335299	3.35673284146409e-06	0.0415361975060348	hsa-miR-448 CAMK2D
hsa-miR-31-5p	44256	-0.289604667575902	4.85799122773578e-06	0.0486323407839235	hsa-miR-31-5p 44256
hsa-miR-302c-3p	44261	0.340217917910181	6.0747807228978e-08	0.00623970177330141	hsa-miR-302c-3p 44261
hsa-miR-448	ARHGAP26	-0.323267962260366	2.88511788237855e-07	0.0137251676464596	hsa-miR-448 ARHGAP26
hsa-miR-490-5p	ARHGAP26	-0.337629117153905	7.75407476005796e-08	0.00737758250191402	hsa-miR-490-5p ARHGAP26
hsa-miR-195-5p	PCYOX1L	-0.299514964633799	2.19387233357793e-06	0.0345472524318081	hsa-miR-195-5p PCYOX1L
hsa-miR-378a-5p	PCYOX1L	-0.317883912496119	4.64116912013424e-07	0.0174578979598002	hsa-miR-378a-5p PCYOX1L
hsa-miR-1908-3p	GFOD1	-0.30048909812451	2.02570612617414e-06	0.033531377274862	hsa-miR-1908-3p GFOD1
hsa-miR-362-5p	GFOD1	0.334061732911318	1.08147427013705e-07	0.00868416629091584	hsa-miR-362-5p GFOD1
hsa-miR-511-5p	GFOD1	0.308174640893333	1.06874950134284e-06	0.0257850171015972	hsa-miR-511-5p GFOD1
hsa-miR-619-5p	GFOD1	-0.322994674170859	2.956245479524e-07	0.0139463417940581	hsa-miR-619-5p GFOD1
hsa-miR-6836-5p	GFOD1	-0.30505759518046	1.38821983397541e-06	0.0290078733070859	hsa-miR-6836-5p GFOD1
hsa-miR-182-5p	FAXC	0.321295176543463	3.43780870437627e-07	0.0149132484059545	hsa-miR-182-5p FAXC
hsa-miR-7-5p	PNLDC1	-0.291925168749273	4.04363189021595e-06	0.0451062396543787	hsa-miR-7-5p PNLDC1
hsa-miR-31-5p	SHROOM2	0.298867450137976	2.31293695174273e-06	0.0351039525906746	hsa-miR-31-5p SHROOM2
hsa-miR-511-5p	C7orf55-LUC7L2	-0.290317670822308	4.59247835049581e-06	0.0476574940360443	hsa-miR-511-5p C7orf55-LUC7L2
hsa-miR-1264	HTR2C	0.327334710852158	2.00232738167827e-07	0.0116844869520196	hsa-miR-1264 HTR2C
hsa-miR-1298-3p	HTR2C	0.303149504505881	1.62683453419632e-06	0.0310090163705131	hsa-miR-1298-3p HTR2C
hsa-miR-1298-5p	HTR2C	0.346606801037272	3.29431275591929e-08	0.00460480094456123	hsa-miR-1298-5p HTR2C
hsa-miR-448	HTR2C	0.403956126470412	7.10640435386267e-11	0.000228360192369603	hsa-miR-448 HTR2C
hsa-miR-767-5p	GABRQ	0.373917828844525	2.05497174832203e-09	0.0010116005851601	hsa-miR-767-5p GABRQ
hsa-miR-652-3p	STAR	-0.297362620869525	2.61391252243115e-06	0.0371799699057099	hsa-miR-652-3p STAR
hsa-miR-6763-3p	WHSC1L1	-0.335950753389257	9.07266066718648e-08	0.00784141473602922	hsa-miR-6763-3p WHSC1L1
hsa-miR-10b-5p	FAM135B	0.318485015703541	4.40327545980779e-07	0.0170735588461262	hsa-miR-10b-5p FAM135B
hsa-miR-1298-3p	FAM135B	-0.316340427149	5.30977835477842e-07	0.0187845666552752	hsa-miR-1298-3p FAM135B
hsa-miR-193b-3p	FAM135B	-0.301422028394872	1.87623938452397e-06	0.0324941400215677	hsa-miR-193b-3p FAM135B
hsa-miR-30d-3p	FAM135B	0.297889314509248	2.50455433281616e-06	0.036645495142066	hsa-miR-30d-3p FAM135B
hsa-miR-34a-5p	FAM135B	0.327023584834993	2.05945804632179e-07	0.0117856527508768	hsa-miR-34a-5p FAM135B
hsa-miR-448	FAM135B	-0.300582031592908	2.0103220852441e-06	0.0334724717286518	hsa-miR-448 FAM135B
hsa-miR-490-5p	FAM135B	-0.299247681882913	2.2422935028743e-06	0.0349595763069291	hsa-miR-490-5p FAM135B
hsa-miR-511-5p	IDNK	-0.299573245848771	2.18344738023291e-06	0.0344860009593932	hsa-miR-511-5p IDNK
hsa-miR-448	CAMK2G	-0.35181643957722	1.97975393856353e-08	0.00315706787629967	hsa-miR-448 CAMK2G
hsa-miR-26a-5p	ADD3	0.325803023047794	2.29907281434905e-07	0.0125623335074483	hsa-miR-26a-5p ADD3
hsa-miR-135a-2-3p	NPFFR1	0.299717865050164	2.15778266454691e-06	0.0344860009593932	hsa-miR-135a-2-3p NPFFR1
hsa-miR-1-3p	INA	0.289047287662491	5.07566038621121e-06	0.0493742654255369	hsa-miR-1-3p INA
hsa-miR-193b-3p	INA	-0.342359113802241	4.95592298310754e-08	0.00587435960331947	hsa-miR-193b-3p INA
hsa-miR-27a-5p	ITPRIP	0.317485506830295	4.80557893922651e-07	0.0176941968308109	hsa-miR-27a-5p ITPRIP
hsa-miR-3613-3p	SLC22A9	0.295651006624586	3.00161684996247e-06	0.0391531386040855	hsa-miR-3613-3p SLC22A9
hsa-miR-4303	C10orf68	0.30240145619857	1.73067781283898e-06	0.0317617666355417	hsa-miR-4303 C10orf68
hsa-miR-4787-5p	ARID5B	-0.289104949497772	5.05271893214143e-06	0.0493742654255369	hsa-miR-4787-5p ARID5B
hsa-miR-1-3p	KIAA1328	-0.332100691964359	1.29618290767297e-07	0.00919742861055424	hsa-miR-1-3p KIAA1328
hsa-miR-4303	FAM124A	-0.31202247318328	7.70643011183125e-07	0.022571117462371	hsa-miR-4303 FAM124A
hsa-miR-1298-3p	ITPR1	-0.308720287864162	1.02060641982149e-06	0.0255653011728792	hsa-miR-1298-3p ITPR1
hsa-miR-448	BTBD11	-0.298347034580774	2.41307431481097e-06	0.0357608959235584	hsa-miR-448 BTBD11
hsa-miR-133a-3p	ANKRD50	-0.292637645696203	3.82088943040593e-06	0.0440538668373509	hsa-miR-133a-3p ANKRD50
hsa-miR-133b	ANKRD50	-0.295668520256127	2.99738561393426e-06	0.0391531386040855	hsa-miR-133b ANKRD50
hsa-miR-6868-3p	PTPRO	0.303796810825636	1.54180420963712e-06	0.0303066404048241	hsa-miR-6868-3p PTPRO
hsa-miR-31-5p	SLC25A4	0.30102270856979	1.93887891342115e-06	0.032823608646812	hsa-miR-31-5p SLC25A4
hsa-miR-30d-3p	GFRA1	0.312638709622582	7.31006390974898e-07	0.0219045322900829	hsa-miR-30d-3p GFRA1
hsa-miR-1-3p	BEND6	0.290655313575253	4.47161970429377e-06	0.0470526017153096	hsa-miR-1-3p BEND6
hsa-miR-10b-5p	BEND6	0.324901918097628	2.49291630449733e-07	0.0128882702923641	hsa-miR-10b-5p BEND6
hsa-miR-1298-3p	BEND6	-0.305382309692979	1.35109825327717e-06	0.0286468403555137	hsa-miR-1298-3p BEND6
hsa-miR-30c-5p	BEND6	0.292164686320933	3.96740637853554e-06	0.0446704440152869	hsa-miR-30c-5p BEND6
hsa-miR-31-5p	BEND6	0.313970549583451	6.5190191866904e-07	0.0211352944187386	hsa-miR-31-5p BEND6
hsa-miR-34a-5p	BEND6	0.308229660665744	1.06379829856174e-06	0.0257850171015972	hsa-miR-34a-5p BEND6
hsa-miR-302c-3p	MZT2B	-0.2968289232421	2.72936167866611e-06	0.0378242290995881	hsa-miR-302c-3p MZT2B
hsa-miR-8083	DCLRE1C	0.291260218885184	4.26262843289393e-06	0.0461840738934759	hsa-miR-8083 DCLRE1C
hsa-miR-449a	CCNO	0.292942301270579	3.72925586678008e-06	0.0433950700415135	hsa-miR-449a CCNO
hsa-miR-31-5p	PRDM8	0.318187023040475	4.51971007731089e-07	0.0173015179337374	hsa-miR-31-5p PRDM8
hsa-miR-34a-5p	PRDM8	0.307428825911251	1.13807760326878e-06	0.026391379542508	hsa-miR-34a-5p PRDM8
hsa-miR-10400-5p	UTRN	0.301478702644178	1.86750727726448e-06	0.0324797267276307	hsa-miR-10400-5p UTRN
hsa-miR-3162-3p	UTRN	0.3210315192452	3.518954581061e-07	0.0152069956761131	hsa-miR-3162-3p UTRN
hsa-miR-3960	UTRN	0.329203921643627	1.68983459003513e-07	0.0106580522931378	hsa-miR-3960 UTRN
hsa-miR-4800-3p	UTRN	0.304603365039363	1.44178639471804e-06	0.0293073654739586	hsa-miR-4800-3p UTRN
hsa-miR-6836-5p	UTRN	0.296401870320668	2.82522727879098e-06	0.038400726587384	hsa-miR-6836-5p UTRN
hsa-miR-5002-5p	RASSF3	-0.29861533533576	2.36094287187072e-06	0.0353870762846955	hsa-miR-5002-5p RASSF3
hsa-miR-133a-3p	PTPRR	-0.334920902751644	9.98584890332666e-08	0.00837495099024729	hsa-miR-133a-3p PTPRR
hsa-miR-31-5p	PTPRR	-0.293875688509114	3.4613669170902e-06	0.0421248307085509	hsa-miR-31-5p PTPRR
hsa-miR-323a-3p	PTPRR	0.289527233298801	4.88769055673188e-06	0.0487719561774967	hsa-miR-323a-3p PTPRR
hsa-miR-448	PTPRR	0.321473461717808	3.38395828469729e-07	0.0147361049210574	hsa-miR-448 PTPRR
hsa-miR-495-3p	PTPRR	0.301351674135361	1.88713348237002e-06	0.0325213303453436	hsa-miR-495-3p PTPRR
hsa-miR-129-1-3p	HS2ST1	-0.293976850821741	3.43345978626175e-06	0.0419652071831462	hsa-miR-129-1-3p HS2ST1
hsa-miR-4303	ATP5G3	0.303068741547078	1.63775263350985e-06	0.0310744017575489	hsa-miR-4303 ATP5G3
hsa-miR-383-5p	NCAM2	0.290010245078489	4.70521987927519e-06	0.0478624186968186	hsa-miR-383-5p NCAM2
hsa-miR-448	NCAM2	0.312423850182751	7.44599324420392e-07	0.0221273147993399	hsa-miR-448 NCAM2
hsa-miR-448	MARCKS	0.329666002038317	1.62013521265436e-07	0.010482002643158	hsa-miR-448 MARCKS
hsa-miR-448	PI4K2A	-0.319161555201125	4.14951017324583e-07	0.0166299932686749	hsa-miR-448 PI4K2A
hsa-miR-490-3p	PI4K2A	-0.295335266076744	3.07888242323529e-06	0.0397035775007393	hsa-miR-490-3p PI4K2A
hsa-miR-4301	TIAM1	-0.308693831538816	1.02289204750861e-06	0.0255659922244022	hsa-miR-4301 TIAM1
hsa-miR-30d-3p	PCGF6	-0.310730198729803	8.60547618275476e-07	0.023722602846629	hsa-miR-30d-3p PCGF6
hsa-miR-4303	PDE6D	0.319585270460253	3.99778331328093e-07	0.0163999008030178	hsa-miR-4303 PDE6D
hsa-miR-30a-3p	ZFYVE9	0.315313939732876	5.8045186790423e-07	0.0199756705820562	hsa-miR-30a-3p ZFYVE9
hsa-miR-30e-3p	ZFYVE9	0.293343589161392	3.61174843765966e-06	0.042864737768722	hsa-miR-30e-3p ZFYVE9
hsa-miR-431-5p	ZFYVE9	-0.337411419675898	7.91406424838215e-08	0.0073836727507693	hsa-miR-431-5p ZFYVE9
hsa-miR-6763-3p	SMG1	-0.30914575387071	9.84513537805043e-07	0.0251622236677596	hsa-miR-6763-3p SMG1
hsa-miR-125b-1-3p	CACNA2D3	-0.294582254518402	3.27087865636955e-06	0.0409354640822766	hsa-miR-125b-1-3p CACNA2D3
hsa-miR-431-5p	CACNA2D3	-0.298292236862997	2.42385583382188e-06	0.0358471771928014	hsa-miR-431-5p CACNA2D3
hsa-miR-199b-5p	KCNJ6	0.295781191831289	2.9703001809267e-06	0.0391167125797951	hsa-miR-199b-5p KCNJ6
hsa-miR-6836-5p	KCNJ6	-0.298083881830958	2.46527098490823e-06	0.03624974797007	hsa-miR-6836-5p KCNJ6
hsa-miR-1-3p	ACAN	0.30262932771775	1.69839263630678e-06	0.0315645709120457	hsa-miR-1-3p ACAN
hsa-miR-135a-5p	ACAN	-0.351278390158079	2.0875566164591e-08	0.00328274250669623	hsa-miR-135a-5p ACAN
hsa-miR-425-5p	CABP1	-0.322816444078594	3.00353592441738e-07	0.014110644176205	hsa-miR-425-5p CABP1
hsa-miR-362-5p	BRE	-0.313209736491018	6.96025677981993e-07	0.0215140924681093	hsa-miR-362-5p BRE
hsa-miR-1908-3p	LRRC43	0.293607520256692	3.53639479366841e-06	0.0423623478239789	hsa-miR-1908-3p LRRC43
hsa-miR-212-5p	DZIP1L	-0.313025563600066	7.07129050425692e-07	0.0217561434171306	hsa-miR-212-5p DZIP1L
hsa-miR-181a-3p	ESYT3	-0.343044317881678	4.64186795667842e-08	0.00571262882938176	hsa-miR-181a-3p ESYT3
hsa-miR-362-5p	KCNB1	0.322166074815758	3.18233361440434e-07	0.0144702958807271	hsa-miR-362-5p KCNB1
hsa-miR-138-2-3p	SPATA2	0.294909753154438	3.18601417248487e-06	0.0404318393254423	hsa-miR-138-2-3p SPATA2
hsa-miR-3960	SPATA2	-0.311280442136098	8.21103475212581e-07	0.0232783567931121	hsa-miR-3960 SPATA2
hsa-miR-4303	SPATA2	-0.298567559046389	2.37014659276724e-06	0.0353870762846955	hsa-miR-4303 SPATA2
hsa-miR-4800-3p	SPATA2	-0.324457533059624	2.59419538295447e-07	0.0131146179190664	hsa-miR-4800-3p SPATA2
hsa-miR-619-5p	SPATA2	-0.301806305687704	1.81778714569703e-06	0.0321506408416636	hsa-miR-619-5p SPATA2
hsa-miR-665	SPATA2	-0.28885508860212	5.15284700863816e-06	0.0497370804077451	hsa-miR-665 SPATA2
hsa-miR-6836-5p	SPATA2	-0.319373450652747	4.07295586146716e-07	0.0165286183843866	hsa-miR-6836-5p SPATA2
hsa-miR-133a-3p	AGPAT6	0.306248541384617	1.2566537663794e-06	0.0277892437766083	hsa-miR-133a-3p AGPAT6
hsa-miR-448	AGPAT6	-0.313324700262999	6.89179599389078e-07	0.0215140924681093	hsa-miR-448 AGPAT6
hsa-miR-448	EPB41	-0.31008288066385	9.09272842353204e-07	0.0242234692501847	hsa-miR-448 EPB41
hsa-miR-1247-5p	HLCS	0.293364890068804	3.60561062162645e-06	0.042864737768722	hsa-miR-1247-5p HLCS
hsa-miR-27a-5p	BTG2	0.358502543733351	1.01589421319659e-08	0.00217533242148506	hsa-miR-27a-5p BTG2
hsa-miR-31-5p	LYPD5	0.340144362128665	6.11724337851172e-08	0.00623970177330141	hsa-miR-31-5p LYPD5
hsa-miR-448	LYPD5	-0.305011594038941	1.39355688144605e-06	0.0290509908322432	hsa-miR-448 LYPD5
hsa-miR-182-5p	NDUFV3	-0.296603835424584	2.77949639726494e-06	0.0380757919386883	hsa-miR-182-5p NDUFV3
hsa-miR-27a-5p	U2AF1	0.301424220012911	1.87590098654766e-06	0.0324941400215677	hsa-miR-27a-5p U2AF1
hsa-miR-335-5p	C21orf33	-0.28980266388094	4.78283028249038e-06	0.0483694152280452	hsa-miR-335-5p C21orf33
hsa-miR-133b	RECQL4	0.294183618099113	3.37708544018156e-06	0.0416968997091999	hsa-miR-133b RECQL4
hsa-miR-296-3p	ORAI2	-0.29601130446921	2.91570590049695e-06	0.0388379092245199	hsa-miR-296-3p ORAI2
hsa-miR-6763-3p	COX7A1	0.306712988480394	1.20864879016302e-06	0.027205905733353	hsa-miR-6763-3p COX7A1
hsa-miR-221-5p	PLXDC1	-0.289682493783187	4.82831467962797e-06	0.0485402004773078	hsa-miR-221-5p PLXDC1
hsa-miR-30c-5p	SAP30BP	-0.288901408741425	5.13414346592356e-06	0.0497370804077451	hsa-miR-30c-5p SAP30BP
hsa-miR-619-5p	SRSF2	0.302951998921839	1.65365848792121e-06	0.0312279522603648	hsa-miR-619-5p SRSF2
hsa-miR-92b-5p	EMC10	-0.308796517914438	1.01404799801585e-06	0.0254573399721133	hsa-miR-92b-5p EMC10
hsa-miR-1247-5p	PLCD3	-0.312922199661426	7.13434719523676e-07	0.0217726546145533	hsa-miR-1247-5p PLCD3
hsa-miR-1-3p	CLPB	0.290895668300319	4.38743662067864e-06	0.0466874635632213	hsa-miR-1-3p CLPB
hsa-miR-4800-3p	DCP1A	-0.292918302940534	3.73639738504572e-06	0.0434335327426581	hsa-miR-4800-3p DCP1A
hsa-miR-193b-3p	DRAXIN	0.296701591390233	2.75761588497403e-06	0.0379371751136674	hsa-miR-193b-3p DRAXIN
hsa-miR-6763-3p	FUBP1	-0.330747911977226	1.46758103003464e-07	0.00968466750767315	hsa-miR-6763-3p FUBP1
hsa-miR-448	ARPC5	0.293357288092583	3.60779997543581e-06	0.042864737768722	hsa-miR-448 ARPC5
hsa-miR-129-1-3p	PEX19	-0.31164729376365	7.95773548833978e-07	0.0230348201846594	hsa-miR-129-1-3p PEX19
hsa-miR-362-5p	C1orf74	-0.31721274418782	4.92134303975433e-07	0.0179543384978697	hsa-miR-362-5p C1orf74
hsa-miR-7704	VSNL1	0.302776977664541	1.67778133031149e-06	0.0313986542888277	hsa-miR-7704 VSNL1
hsa-miR-448	SGPP2	-0.293132869473373	3.67300561698869e-06	0.0433644694835277	hsa-miR-448 SGPP2
hsa-miR-129-1-3p	PDLIM5	-0.32053267575504	3.6775370704234e-07	0.0155065383133223	hsa-miR-129-1-3p PDLIM5
hsa-miR-1-3p	ATP1A1	0.316428317249418	5.26934892608466e-07	0.0187845666552752	hsa-miR-1-3p ATP1A1
hsa-miR-448	ATP1A1	-0.335815558072235	9.18778995107061e-08	0.00788076140232965	hsa-miR-448 ATP1A1
hsa-let-7e-3p	SLC15A2	0.300115840292767	2.0886340834636e-06	0.0340748492097927	hsa-let-7e-3p SLC15A2
